cluster,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build,CpG
6,22.0,31892343,+,SFI1;SFI1;SFI1;SFI1,GRCh37,cg00184884
6,22.0,19841927,+,GNB1L;C22orf29,GRCh37,cg25990314
6,1,174128297,-,RABGAP1L,GRCh37,cg26001030
6,12,110720126,-,ATP2A2;ATP2A2;ATP2A2,GRCh37,cg18825539
6,5,176731107,+,PRELID1;RAB24;RAB24,GRCh37,cg18824775
6,15,41694502,-,NDUFAF1;NDUFAF1,GRCh37,cg18809151
6,12,7126013,-,LPCAT3,GRCh37,cg26021103
6,8,110346385,-,ENY2;NUDCD1,GRCh37,cg26021476
6,11,71639257,-,RNF121;LOC100133315;RNF121;RNF121,GRCh37,cg26039806
6,2,58273654,-,VRK2;VRK2;VRK2;VRK2;VRK2;VRK2,GRCh37,cg26093711
6,1,113162291,-,ST7L;ST7L;CAPZA1;ST7L;ST7L;CAPZA1,GRCh37,cg01183669
6,14,21852650,+,SUPT16H,GRCh37,cg18801292
6,3,113775778,+,KIAA1407;QTRTD1,GRCh37,cg26107778
6,1,179851234,+,TOR1AIP1,GRCh37,cg18792584
6,15,64386321,+,FAM96A;FAM96A,GRCh37,cg25985437
6,11,64781299,-,ARL2,GRCh37,cg19017420
6,6,153304131,+,FBXO5;FBXO5;FBXO5,GRCh37,cg25960313
6,1,28562708,-,ATPIF1;ATPIF1;ATPIF1,GRCh37,cg19025723
6,14,59655243,+,DAAM1,GRCh37,cg19168631
6,15,31618604,-,KLF13,GRCh37,cg19182048
6,1,54665937,-,MRPL37;CYB5RL,GRCh37,cg19019972
6,2,101869024,-,C2orf29,GRCh37,cg25853833
6,5,79783902,-,FAM151B;FAM151B,GRCh37,cg19184518
6,6,16238941,+,GMPR,GRCh37,cg19190714
6,8,110551708,-,EBAG9;EBAG9,GRCh37,cg25824226
6,12,64238538,+,SRGAP1,GRCh37,cg19191401
6,8,144373818,+,ZNF696;ZNF696,GRCh37,cg25814686
6,10,126433331,+,FAM53B,GRCh37,cg19219920
6,14,23563820,+,C14orf119;ACIN1;ACIN1;ACIN1,GRCh37,cg25803423
6,7,151573913,+,PRKAG2;PRKAG2,GRCh37,cg25786436
6,9,108006611,+,SLC44A1,GRCh37,cg19287114
6,2,128284023,+,IWS1;IWS1,GRCh37,cg19311602
6,6,111580704,-,KIAA1919;KIAA1919,GRCh37,cg19318326
6,8,42948482,-,SGK196,GRCh37,cg25861458
6,19,40477185,-,PSMC4;PSMC4,GRCh37,cg25886875
6,19,41305423,+,EGLN2;EGLN2,GRCh37,cg22671726
6,10,81205166,-,ZCCHC24,GRCh37,cg25907916
6,4,140477705,-,SETD7,GRCh37,cg25945961
6,22.0,40742374,+,ADSL;ADSL,GRCh37,cg19149454
6,2,95787883,-,MRPS5,GRCh37,cg01150454
6,10,99446953,+,AVPI1;AVPI1,GRCh37,cg19133903
6,22.0,38240558,-,ANKRD54;MIR658,GRCh37,cg19070798
6,11,34127281,-,NAT10;NAT10;NAT10;NAT10,GRCh37,cg19072037
6,8,136468992,+,KHDRBS3,GRCh37,cg25945374
6,7,6523253,+,KDELR2;KDELR2,GRCh37,cg25909811
6,14,100772295,+,SLC25A29,GRCh37,cg25906332
6,19,12902675,+,JUNB,GRCh37,cg19123863
6,1,29563147,+,PTPRU;PTPRU;PTPRU;PTPRU;PTPRU;PTPRU,GRCh37,cg19112780
7,14,23284518,+,SLC7A7;SLC7A7;SLC7A7,GRCh37,cg19872681
8,2,85804732,+,VAMP8;VAMP8,GRCh37,cg05656364
8,1,206730999,-,RASSF5;RASSF5;RASSF5,GRCh37,cg02589695
8,2,162271859,+,TBR1,GRCh37,cg06747888
8,7,55640714,-,VOPP1,GRCh37,cg08655844
8,5,77806051,+,LHFPL2,GRCh37,cg04833050
8,5,138718812,-,SLC23A1;SLC23A1,GRCh37,cg26392924
8,4,74486298,-,RASSF6;RASSF6;RASSF6,GRCh37,cg08647446
8,17,10452851,+,MYH2;MYH2,GRCh37,cg06220958
8,14,75989203,+,BATF,GRCh37,cg09937039
8,1,159409836,-,OR10J1,GRCh37,cg25076881
8,8,19539991,+,CSGALNACT1;CSGALNACT1;CSGALNACT1,GRCh37,cg23328404
8,4,57547525,-,HOPX;HOPX;HOPX;HOPX;HOPX;HOPX,GRCh37,cg00019495
8,6,6321061,-,F13A1,GRCh37,cg03440267
8,12,12223989,-,BCL2L14;BCL2L14;BCL2L14;BCL2L14,GRCh37,cg24921858
8,5,180467233,+,BTNL9;BTNL9,GRCh37,cg05886367
8,20,50158996,-,NFATC2;NFATC2;NFATC2,GRCh37,cg10226546
8,20,45985339,-,ZMYND8;ZMYND8;ZMYND8,GRCh37,cg13699808
8,1,11724057,-,FBXO6,GRCh37,cg10667970
8,9,138370739,-,KIAA0649,GRCh37,cg17536532
8,1,1141927,+,TNFRSF18;TNFRSF18;TNFRSF18,GRCh37,cg14886269
8,7,20256996,+,MACC1;MACC1,GRCh37,cg15749858
8,6,152128328,-,ESR1;ESR1;ESR1;ESR1,GRCh37,cg20627916
8,16,66731313,+,CMTM4;CMTM4,GRCh37,cg18693704
8,1,19615702,+,AKR7A3,GRCh37,cg11233384
8,2,238396155,-,MLPH;MLPH,GRCh37,cg16426459
8,6,26440101,-,BTN3A3;BTN3A3,GRCh37,cg01269795
8,18,60985380,+,BCL2;BCL2,GRCh37,cg21602520
8,12,120428313,+,CCDC64,GRCh37,cg11263296
8,15,89182676,-,ISG20,GRCh37,cg02334775
8,9,139891058,-,CLIC3,GRCh37,cg15387123
8,8,96036803,-,C8orf38,GRCh37,cg21197871
9,1,183622726,-,RGL1;APOBEC4,GRCh37,cg11505048
9,11,71899966,+,FOLR1;FOLR1;FOLR1,GRCh37,cg26750747
9,2,27505625,-,TRIM54;TRIM54,GRCh37,cg22575540
10,2,176993841,+,HOXD8,GRCh37,cg21815667
11,19,47812519,-,C5AR1,GRCh37,cg02149446
12,17,40575582,-,PTRF,GRCh37,cg14070162
12,12,49933539,-,KCNH3,GRCh37,cg20102673
12,7,138721065,-,ZC3HAV1L,GRCh37,cg24251035
12,13,31773806,-,B3GALTL,GRCh37,cg21418052
12,1,28919362,+,RAB42,GRCh37,cg02525756
12,17,73716945,-,ITGB4;ITGB4,GRCh37,cg12146151
12,5,139725677,+,HBEGF,GRCh37,cg01599709
12,16,9058365,-,USP7,GRCh37,cg12914014
12,1,15911702,-,AGMAT,GRCh37,cg17385448
12,1,26233376,+,STMN1;STMN1;STMN1;STMN1,GRCh37,cg04471507
12,9,140499132,+,ARRDC1,GRCh37,cg25384157
13,12,57849270,+,INHBE;INHBE,GRCh37,cg20664201
13,19,12997418,-,KLF1,GRCh37,cg11220060
13,10,102090366,+,PKD2L1,GRCh37,cg05958582
13,1,28205926,-,C1orf38;C1orf38;C1orf38,GRCh37,cg08623383
13,7,30791871,+,INMT,GRCh37,cg04749372
14,8,56791576,+,LYN;LYN,GRCh37,cg03973663
14,5,110407538,-,TSLP;TSLP;TSLP,GRCh37,cg15739437
14,6,152128338,-,ESR1;ESR1;ESR1;ESR1,GRCh37,cg07671949
14,19,35940174,-,FFAR2,GRCh37,cg03548857
14,20,47443694,-,PREX1,GRCh37,cg24364574
14,5,156607836,+,ITK,GRCh37,cg01546430
14,2,227665799,-,,GRCh37,cg10098888
14,4,39034637,+,TMEM156,GRCh37,cg02131853
15,2,232394702,-,NMUR1,GRCh37,cg00143376
16,20,57582894,-,CTSZ,GRCh37,cg01623438
16,6,10060780,-,,GRCh37,cg22168676
16,6,150212118,+,RAET1E,GRCh37,cg19979896
16,9,90112101,-,DAPK1,GRCh37,cg08719486
16,3,151985433,+,MBNL1;MBNL1;LOC401093;LOC401093,GRCh37,cg14423778
16,13,26043472,+,ATP8A2,GRCh37,cg12111714
16,11,5710654,-,TRIM22,GRCh37,cg12461141
16,12,110172346,+,MGC14436;MGC14436;C12orf34,GRCh37,cg02351381
16,18,31021065,+,C18orf34;C18orf34,GRCh37,cg18382305
17,4,1166767,+,LOC100130872-SPON2;SPON2;SPON2,GRCh37,cg12072001
18,9,124461008,-,DAB2IP,GRCh37,cg15686608
19,15,25287297,+,,GRCh37,cg19195724
19,15,25296628,-,SNORD116-1,GRCh37,cg10832166
19,15,25226929,+,PAR-SN;SNORD107,GRCh37,cg11166999
20,11,116708329,+,APOA1;APOA1,GRCh37,cg19324627
21,8,72756656,+,MSC;MSC,GRCh37,cg23710218
21,8,72755871,+,MSC,GRCh37,cg06269753
22,19,40919245,+,PRX;PRX;PRX;PRX,GRCh37,cg26200585
22,1,200842145,+,GPR25,GRCh37,cg04983977
22,5,67521596,-,PIK3R1,GRCh37,cg15021292
22,22.0,20861476,+,MED15;MED15,GRCh37,cg26608332
22,19,17931995,+,INSL3,GRCh37,cg06189133
22,3,196694856,+,PIGZ,GRCh37,cg00936626
22,19,2867753,+,ZNF556,GRCh37,cg19636861
22,7,100881986,+,CLDN15,GRCh37,cg07651914
22,17,39970091,+,FKBP10,GRCh37,cg21416237
22,7,100199952,+,PCOLCE;PCOLCE,GRCh37,cg26777475
22,12,52301634,+,ACVRL1,GRCh37,cg23640701
22,11,2930794,+,SLC22A18;SLC22A18,GRCh37,cg19497444
22,16,2260870,+,C16orf79;C16orf79,GRCh37,cg25665528
22,1,42629798,-,GUCA2A,GRCh37,cg06003187
22,17,7122261,-,DLG4;ACADVL;DLG4;ACADVL;DLG4,GRCh37,cg12228229
22,10,88716659,-,MMRN2,GRCh37,cg22545356
22,22.0,31003587,-,TCN2,GRCh37,cg04081402
22,5,149900459,+,NDST1,GRCh37,cg25677709
22,9,140171189,+,C9orf167,GRCh37,cg13085976
22,11,7506940,-,OLFML1;OLFML1,GRCh37,cg06714705
22,9,33402426,-,SUGT1P1;AQP7;AQP7,GRCh37,cg13920529
22,3,120170441,-,FSTL1,GRCh37,cg20114394
22,1,160160232,-,CASQ1,GRCh37,cg09547777
22,18,3411743,-,TGIF1,GRCh37,cg13224710
22,10,5566862,-,CALML3,GRCh37,cg02831294
22,11,7506434,+,OLFML1,GRCh37,cg22243733
22,1,153522553,+,S100A3,GRCh37,cg06615154
22,19,51506273,+,KLK9;KLK8;KLK8;KLK8;KLK8,GRCh37,cg19149785
22,11,73357159,-,PLEKHB1;PLEKHB1;PLEKHB1;PLEKHB1,GRCh37,cg02254407
22,19,17375091,+,USHBP1,GRCh37,cg06910100
22,3,9745369,-,CPNE9,GRCh37,cg16191009
22,6,43266151,+,SLC22A7;SLC22A7,GRCh37,cg16465769
22,3,52261325,-,TLR9,GRCh37,cg22484793
22,15,65503447,+,CILP,GRCh37,cg20225681
22,11,2930322,+,SLC22A18;SLC22A18,GRCh37,cg22858288
22,13,114107956,+,ADPRHL1,GRCh37,cg14845091
22,15,75105286,+,LMAN1L,GRCh37,cg22290566
22,16,3702486,+,DNASE1,GRCh37,cg06529761
22,17,78195518,-,SLC26A11;SLC26A11;SLC26A11;SLC26A11;SGSH,GRCh37,cg05140736
22,11,562366,+,RASSF7;RASSF7;RASSF7,GRCh37,cg14896003
22,9,131683862,+,PHYHD1;PHYHD1;PHYHD1;PHYHD1;PHYHD1,GRCh37,cg13022129
22,5,131592959,-,PDLIM4;PDLIM4,GRCh37,cg20512303
23,20,3024204,-,GNRH2;GNRH2;GNRH2,GRCh37,cg07549715
23,20,30720375,+,TM9SF4,GRCh37,cg11360718
24,3,186331026,+,AHSG,GRCh37,cg07361385
25,20,896349,+,ANGPT4,GRCh37,cg26540515
25,17,43860355,-,CRHR1;CRHR1;CRHR1;CRHR1,GRCh37,cg08929103
25,7,100663367,-,MUC17;MUC17,GRCh37,cg01584473
25,7,150687712,+,NOS3,GRCh37,cg25007250
25,10,102089681,-,PKD2L1,GRCh37,cg10365880
25,20,34995517,+,DLGAP4;DLGAP4,GRCh37,cg09276978
25,11,62753072,-,SLC22A6;SLC22A6;SLC22A6;SLC22A6,GRCh37,cg12428447
26,22.0,41216316,-,SLC25A17,GRCh37,cg15275890
26,2,96930398,-,CIAO1;TMEM127,GRCh37,cg04533291
26,3,119499190,+,NR1I2;NR1I2,GRCh37,cg02863947
26,6,160221164,-,PNLDC1,GRCh37,cg06479512
26,20,36532096,+,VSTM2L,GRCh37,cg11599505
26,8,99130997,-,POP1;POP1;POP1,GRCh37,cg26804057
26,9,139840678,-,C8G,GRCh37,cg02332492
26,1,161493011,+,HSPA6,GRCh37,cg24192663
26,7,127670703,+,LRRC4;SND1,GRCh37,cg21129531
26,10,62148959,-,ANK3,GRCh37,cg22150335
26,7,143060536,-,FAM131B;FAM131B,GRCh37,cg00292971
26,15,52861754,-,ARPP19,GRCh37,cg25003924
26,10,62149557,-,ANK3,GRCh37,cg12354377
26,11,47470674,+,RAPSN;RAPSN;RAPSN;RAPSN,GRCh37,cg15679098
26,16,67207033,+,NOL3,GRCh37,cg05546038
26,7,23572665,-,TRA2A,GRCh37,cg04108240
26,10,102748693,+,C10orf2;MRPL43;MRPL43;MRPL43;C10orf2;C10orf2;C10orf2;MRPL43,GRCh37,cg13449372
26,17,61903314,+,PSMC5;FTSJ3,GRCh37,cg10840864
26,22.0,38479236,-,SLC16A8,GRCh37,cg14014225
26,3,52018129,+,ACY1,GRCh37,cg16159313
26,11,64571899,-,MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MAP4K2;MEN1,GRCh37,cg10821722
26,22.0,35776686,-,HMOX1,GRCh37,cg11458974
26,12,32831504,-,DNM1L;DNM1L;DNM1L,GRCh37,cg27387222
26,1,84465688,-,TTLL7,GRCh37,cg17237813
27,10,88717926,+,MMRN2;SNCG,GRCh37,cg05046097
27,3,38690410,+,SCN5A;SCN5A;SCN5A;SCN5A;SCN5A;SCN5A,GRCh37,cg19740375
27,5,141338604,-,PCDH12;PCDH12,GRCh37,cg12845808
27,17,61959416,+,GH2;GH2;GH2;GH2,GRCh37,cg02856727
27,1,151689032,+,TNRC4;TNRC4,GRCh37,cg26050734
27,17,1647819,+,SERPINF2;SERPINF2;SERPINF2,GRCh37,cg04780454
27,19,822842,-,LPPR3,GRCh37,cg20684549
27,9,33168018,+,B4GALT1,GRCh37,cg05779272
27,21,46963587,+,SLC19A1,GRCh37,cg07658590
27,17,1396395,-,MYO1C;MYO1C,GRCh37,cg19731122
27,21,43346184,+,C2CD2;C2CD2,GRCh37,cg08009711
27,17,37307313,-,PLXDC1,GRCh37,cg24724583
27,22.0,41957443,-,CSDC2,GRCh37,cg25447894
27,17,17741098,-,SREBF1;SREBF1,GRCh37,cg14808739
27,17,37823631,-,PNMT,GRCh37,cg12894984
27,11,57417974,-,YPEL4,GRCh37,cg22705929
27,22.0,24641654,+,GGT5;GGT5;GGT5,GRCh37,cg15448245
27,19,39264720,+,LGALS7,GRCh37,cg03793778
27,2,108994514,-,SULT1C4;SULT1C4,GRCh37,cg10236239
27,1,226411008,-,MIXL1,GRCh37,cg18354264
27,2,198540569,+,RFTN2;RFTN2,GRCh37,cg09096031
27,5,179220545,+,LTC4S,GRCh37,cg16361890
27,12,125348871,-,SCARB1;SCARB1,GRCh37,cg27180443
27,10,736625,-,DIP2C,GRCh37,cg00025991
28,10,82116208,-,DYDC2;DYDC1,GRCh37,cg18396533
29,2,54197794,-,PSME4,GRCh37,cg16192916
29,2,113403002,-,SLC20A1,GRCh37,cg05672265
29,8,94928406,-,PDP1;PDP1;PDP1;PDP1,GRCh37,cg14346035
29,2,60983417,+,PAPOLG;PAPOLG,GRCh37,cg19273182
29,1,26856420,+,RPS6KA1,GRCh37,cg19259146
29,9,103189158,-,C9orf30,GRCh37,cg19318511
29,3,52322044,+,GLYCTK;GLYCTK;GLYCTK;GLYCTK;GLYCTK;GLYCTK,GRCh37,cg27395450
29,20,43104962,-,TTPAL;TTPAL,GRCh37,cg25750259
29,5,53813915,-,SNX18;SNX18;SNX18,GRCh37,cg05705366
29,10,180755,+,ZMYND11;ZMYND11;ZMYND11;ZMYND11;ZMYND11,GRCh37,cg14255089
29,1,156675322,-,CRABP2;CRABP2,GRCh37,cg03734660
29,1,151119084,-,SEMA6C;SEMA6C,GRCh37,cg25820693
29,6,108881016,-,FOXO3;FOXO3,GRCh37,cg14310890
29,6,49431288,+,CENPQ;MUT,GRCh37,cg25786862
29,1,146644336,+,PRKAB2,GRCh37,cg14367344
29,19,37701393,-,ZNF585B;ZNF585B,GRCh37,cg03751813
29,22.0,44351079,-,SAMM50,GRCh37,cg05709923
29,19,16606955,-,CALR3;C19orf44;CALR3,GRCh37,cg17847607
29,6,42947109,+,PEX6,GRCh37,cg03790207
29,18,9615155,+,PPP4R1;PPP4R1,GRCh37,cg14797438
29,11,102218358,-,BIRC2,GRCh37,cg14727952
29,16,30583759,+,ZNF688;ZNF688,GRCh37,cg17794261
29,16,89940631,-,TCF25,GRCh37,cg14709524
29,1,110881960,+,RBM15;RBM15,GRCh37,cg05368942
29,6,41888922,+,MED20;BYSL,GRCh37,cg17767659
29,19,5903977,+,NDUFA11;VMAC;NDUFA11,GRCh37,cg18891387
29,1,37940488,+,ZC3H12A,GRCh37,cg18891404
29,6,31466003,-,MICB,GRCh37,cg05399360
29,1,226250437,-,H3F3A;LOC440926;H3F3A,GRCh37,cg18947521
29,1,202976344,-,TMEM183A;TMEM183B,GRCh37,cg19028804
29,5,94982330,-,RFESD;RFESD;RFESD,GRCh37,cg19108718
29,3,23958525,+,NKIRAS1;RPL15;NKIRAS1,GRCh37,cg25937832
29,9,125675653,-,ZBTB6,GRCh37,cg14560064
29,11,107436281,+,ALKBH8,GRCh37,cg17648241
29,16,24550743,-,RBBP6;RBBP6;RBBP6,GRCh37,cg16050957
29,1,51985209,+,EPS15,GRCh37,cg14407667
29,11,64645847,-,EHD1,GRCh37,cg17578903
29,3,49711147,-,APEH,GRCh37,cg03688818
29,4,83812148,+,SEC31A;SEC31A;SEC31A;SEC31A;SEC31A,GRCh37,cg27413543
29,2,10588838,+,ODC1,GRCh37,cg05741384
29,12,54813155,-,ITGA5,GRCh37,cg16718891
29,7,21467390,-,SP4,GRCh37,cg16721202
29,1,153949898,-,JTB;JTB,GRCh37,cg19490266
29,1,24117506,+,LYPLA2,GRCh37,cg03371205
29,10,103874495,-,LDB1;LDB1;LDB1,GRCh37,cg27579745
29,8,82598140,+,IMPA1;IMPA1;IMPA1,GRCh37,cg16746631
29,11,63381728,+,PLA2G16;PLA2G16;PLA2G16,GRCh37,cg13916322
29,1,182808556,-,DHX9;DHX9,GRCh37,cg19572947
29,3,143690145,-,C3orf58,GRCh37,cg16794633
29,16,31128860,+,MYST1;MYST1,GRCh37,cg13828871
29,12,7079667,+,PHB2;EMG1;PHB2,GRCh37,cg16883533
29,6,52149159,-,MCM3,GRCh37,cg27638713
29,5,60240817,+,NDUFAF2;ERCC8,GRCh37,cg16928795
29,3,48646375,+,UQCRC1,GRCh37,cg06049972
29,2,10829993,-,NOL10;NOL10,GRCh37,cg06058597
29,2,100105657,+,REV1;REV1,GRCh37,cg13754949
29,8,21999623,+,REEP4,GRCh37,cg19738333
29,1,202896170,+,KLHL12,GRCh37,cg27554769
29,4,105412832,+,CXXC4,GRCh37,cg03384938
29,17,80056517,-,FASN,GRCh37,cg03386722
29,18,60988155,+,,GRCh37,cg05927017
29,14,64108561,-,WDR89;WDR89;WDR89,GRCh37,cg05747424
29,13,24463406,+,MIPEP;PCOTH;PCOTH,GRCh37,cg17436805
29,8,33330726,+,FUT10,GRCh37,cg03594044
29,22.0,29999326,-,NF2;NF2;NF2;NF2;NF2;NF2;NF2;NF2;NF2,GRCh37,cg16293088
29,3,15469027,-,METTL6;EAF1;METTL6,GRCh37,cg19329556
29,17,61819073,+,STRADA;STRADA;STRADA;STRADA;STRADA;STRADA,GRCh37,cg16306381
29,9,35665010,+,C9orf100,GRCh37,cg05830416
29,4,103422429,+,NFKB1;NFKB1,GRCh37,cg03464689
29,6,101329504,-,ASCC3;ASCC3,GRCh37,cg03664139
29,18,48346593,-,MRO;MRO;MRO;MRO,GRCh37,cg19355919
29,20,25371719,-,ABHD12;ABHD12,GRCh37,cg17351116
29,11,116644198,+,BUD13;BUD13,GRCh37,cg05862431
29,9,140135566,+,TUBB2C,GRCh37,cg03431064
29,22.0,41842841,-,TOB2;TOB2,GRCh37,cg19448990
29,3,114866447,-,ZBTB20,GRCh37,cg16515820
29,1,95582647,+,TMEM56,GRCh37,cg16540768
29,17,4047571,-,ZZEF1;CYB5D2;CYB5D2;CYB5D2,GRCh37,cg05922057
29,14,89883246,-,FOXN3;FOXN3;FOXN3,GRCh37,cg05923056
29,14,100843067,-,WARS;WDR25;WARS;WDR25;WARS;WARS,GRCh37,cg19434303
29,12,26986506,+,ITPR2,GRCh37,cg27279652
29,16,30773423,+,RNF40;C16orf93;C16orf93,GRCh37,cg14828965
29,10,120925180,-,SFXN4;SFXN4,GRCh37,cg04466870
29,10,13629255,+,PRPF18,GRCh37,cg26778908
29,1,234745203,-,IRF2BP2;IRF2BP2,GRCh37,cg26840318
29,6,7313728,+,SSR1,GRCh37,cg26848248
29,2,37459194,+,CEBPZ;C2orf56;C2orf56,GRCh37,cg18630855
29,19,42721870,-,DEDD2,GRCh37,cg26897054
29,17,7517697,-,FXR2;SHBG,GRCh37,cg26904212
29,2,158485309,-,ACVR1C;ACVR1C;ACVR1C;ACVR1C;ACVR1C;ACVR1C,GRCh37,cg18638253
29,5,139493612,-,PURA,GRCh37,cg15563057
29,7,77427873,-,PHTF2;PHTF2;TMEM60,GRCh37,cg26358246
29,2,48667825,-,KLRAQ1;KLRAQ1;KLRAQ1;KLRAQ1,GRCh37,cg04826422
29,12,123943075,-,SNRNP35;SNRNP35;SNRNP35,GRCh37,cg18283554
29,15,63673893,-,CA12;CA12,GRCh37,cg04826883
29,1,146644106,-,PRKAB2;PRKAB2,GRCh37,cg15188491
29,11,35161229,+,CD44;CD44;CD44;CD44;CD44,GRCh37,cg04125208
29,15,41137019,+,SPINT1;SPINT1;SPINT1,GRCh37,cg04868764
29,20,39657451,+,TOP1,GRCh37,cg04119538
29,2,3523134,+,ADI1,GRCh37,cg15161785
29,3,122283583,+,PARP9;PARP9;PARP9;PARP9;DTX3L;PARP9;PARP9,GRCh37,cg04741636
29,9,130186444,+,ZNF79,GRCh37,cg18360149
29,3,15247818,-,DVWA;CAPN7;CAPN7,GRCh37,cg04228553
29,1,226250361,-,H3F3A;LOC440926,GRCh37,cg15538837
29,10,74928123,+,FAM149B1;ECD;ECD;ECD;ECD,GRCh37,cg15427656
29,3,49977685,+,RBM6;RBM6,GRCh37,cg04436474
29,12,77459091,-,E2F7,GRCh37,cg04410862
29,1,202317913,+,PPP1R12B;PPP1R12B;PPP1R12B;PPP1R12B;PPP1R12B;PPP1R12B;PPP1R12B;PPP1R12B,GRCh37,cg26526440
29,10,43572795,-,RET;RET,GRCh37,cg04402875
29,3,4344887,+,SETMAR;SETMAR,GRCh37,cg15384599
29,14,76618201,-,C14orf118;C14orf118,GRCh37,cg04371779
29,10,102672227,+,FAM178A;FAM178A;FAM178A,GRCh37,cg26508537
29,2,120517049,-,PTPN4,GRCh37,cg26333591
29,16,56716621,-,MT1X,GRCh37,cg15473868
29,5,140027092,+,NDUFA2;IK,GRCh37,cg15537433
29,13,40229707,+,COG6;COG6;COG6,GRCh37,cg26701198
29,16,58662988,+,CNOT1;CNOT1,GRCh37,cg04270274
29,18,13218816,-,C18orf1;C18orf1;C18orf1;C18orf1,GRCh37,cg04633384
29,16,29828145,+,C16orf53,GRCh37,cg04660698
29,11,120208005,-,ARHGEF12,GRCh37,cg18567470
29,12,89746258,+,DUSP6;DUSP6;DUSP6;DUSP6,GRCh37,cg26703664
29,10,75118678,+,TTC18,GRCh37,cg04733302
29,7,100209878,-,MOSPD3;MOSPD3;MOSPD3;MOSPD3,GRCh37,cg26471020
29,5,68530549,+,CDK7,GRCh37,cg26324201
29,1,109791839,+,CELSR2,GRCh37,cg27014642
29,6,135501780,+,MYB;MYB;MYB;MYB;MYB;MYB;MYB;MYB,GRCh37,cg18253802
29,6,31589161,-,BAT2,GRCh37,cg15765212
29,12,49246007,+,DDX23,GRCh37,cg05065690
29,14,64009971,+,PPP2R5E;PPP2R5E,GRCh37,cg27214652
29,9,110045901,+,RAD23B;RAD23B,GRCh37,cg14919562
29,6,30538844,+,ABCF1;ABCF1,GRCh37,cg18015044
29,7,56032047,-,GBAS,GRCh37,cg27268717
29,7,101458365,-,CUX1;CUX1,GRCh37,cg05146205
29,18,60986679,+,BCL2;BCL2,GRCh37,cg03813215
29,11,69490316,+,ORAOV1,GRCh37,cg26123414
29,20,43150641,+,SERINC3;SERINC3;SERINC3;SERINC3,GRCh37,cg03812067
29,12,117627651,-,FBXO21;FBXO21,GRCh37,cg26035463
29,4,183839263,-,DCTD;DCTD,GRCh37,cg14892066
29,9,125693949,+,ZBTB26,GRCh37,cg17896097
29,9,127951957,-,PPP6C;PPP6C;PPP6C,GRCh37,cg03801144
29,2,43453324,+,ZFP36L2;LOC100129726,GRCh37,cg14840416
29,16,2097910,+,NTHL1;TSC2;TSC2;TSC2,GRCh37,cg05243909
29,15,40763995,+,CHST14,GRCh37,cg14837165
29,7,138818658,+,TTC26;TTC26;TTC26,GRCh37,cg05284724
29,1,163291775,+,NUF2;NUF2;NUF2;NUF2,GRCh37,cg15778350
29,17,74349897,+,PRPSAP1;PRPSAP1,GRCh37,cg14816748
29,19,37957997,+,ZNF569;ZNF569,GRCh37,cg03884783
29,3,101443603,+,CEP97,GRCh37,cg03919644
29,15,39873060,+,THBS1,GRCh37,cg04051458
29,19,11639555,-,ECSIT;ECSIT;ECSIT;ECSIT,GRCh37,cg15161055
29,22.0,50699649,+,MAPK12,GRCh37,cg15134628
29,10,32218319,+,ARHGAP12,GRCh37,cg26271255
29,19,17416447,-,MRPL34,GRCh37,cg04914305
29,12,76742361,-,BBS10,GRCh37,cg26248486
29,1,27561270,-,WDTC1;WDTC1,GRCh37,cg15665653
29,8,74659081,-,STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2,GRCh37,cg04004861
29,1,45205136,+,KIF2C,GRCh37,cg03907454
29,1,160175593,-,PEA15,GRCh37,cg18177682
29,2,39348117,-,SOS1,GRCh37,cg27074297
29,14,39572493,+,SEC23A,GRCh37,cg18089145
29,6,111279866,+,GTF3C6;GTF3C6,GRCh37,cg18710383
29,11,129245988,+,BARX2,GRCh37,cg26221631
29,17,65713980,-,NOL11,GRCh37,cg04998282
29,12,44199730,+,TWF1,GRCh37,cg18730023
29,9,12774985,+,C9orf150,GRCh37,cg18043828
29,12,6772637,-,ING4;ING4;ING4;ING4;ING4;ING4,GRCh37,cg03930474
29,5,68389537,+,SLC30A5;SLC30A5,GRCh37,cg03989322
29,19,1605414,+,UQCR;UQCR,GRCh37,cg04600406
29,12,112563444,+,TRAFD1;TRAFD1;TRAFD1,GRCh37,cg13342120
29,10,99205343,+,ZDHHC16;EXOSC1;ZDHHC16;ZDHHC16;ZDHHC16;ZDHHC16,GRCh37,cg13669465
29,6,31869982,-,ZBTB12,GRCh37,cg08612601
29,1,155294042,-,RUSC1;RUSC1;RUSC1;RUSC1;C1orf104;RUSC1,GRCh37,cg11503744
29,14,74353524,-,ZNF410,GRCh37,cg21571665
29,1,201798214,-,IPO9,GRCh37,cg23687186
29,12,32260103,-,BICD1;BICD1,GRCh37,cg21587861
29,9,71650719,+,FXN;FXN;FXN,GRCh37,cg23667933
29,11,8932380,+,C11orf17;C11orf17;ST5;ST5,GRCh37,cg08690721
29,4,106629581,-,INTS12;INTS12;GSTCD,GRCh37,cg21686523
29,1,46016768,+,AKR1A1;AKR1A1;AKR1A1;AKR1A1,GRCh37,cg11323731
29,18,29598433,-,RNF125,GRCh37,cg11314292
